SaludVIP Altamonte Springs - Coming Soon!; no; Ejg4MjkgRG91Z2xhcyBBdmUgdW5pdCA5LCBBbHRhbW9udGUgU3ByaW5ncywgRkwgMzI3MTQsIFVTQSIiGiAKFgoUChIJY3Ba_X1x54gRO1CDOjyVCOgSBnVuaXQgOQ
SaludVIP Orlando - Conway - Coming Soon!; no; ChIJe-yo57Bk54gRkC7gGVG_xrQ
VIPcare at Centennial Health - Oklahoma City; no; ChIJR-fO-J0XsocRi-q5Uys7L7A
VIPcare at Centennial Health - Midwest City; no; ChIJmzpRDRU8socROJEEeaaq3L4
VIPcare at Centennial Health - Edmond; no; ChIJmXb8gR8fsocRXxqU-zKVb8M
VIPcare at Centennial Health - Broken Arrow; no; EjE4MTcgUyBFbG0gUGwgc3VpdGUgYSwgQnJva2VuIEFycm93LCBPSyA3NDAxMiwgVVNBIiMaIQoWChQKEgldXl7x5ou2hxHSwk61_s5yDxIHc3VpdGUgYQ
Orlando - Metro West; no; EjMxODAzIFBhcmsgQ2VudGVyIERyIHN0ZSAxMTQsIE9ybGFuZG8sIEZMIDMyODM1LCBVU0EiIxohChYKFAoSCZ3YomkgeeeIES8iyQWWxTCQEgdzdGUgMTE0
Estero; no; EjQxOTk3NiBTIFRhbWlhbWkgVHJhaWwgc3RlIDIwNiwgRXN0ZXJvLCBGTCAzMzkyOCwgVVNBIiMaIQoWChQKEglhAtcyihbbiBHDIDevLWLU2hIHc3RlIDIwNg
Fort Myers - Sanibel Beach Place - Coming soon!; no; EjUyMDI5MSBTdW1tZXJsaW4gUmQgc3RlIDEwNSwgRm9ydCBNeWVycywgRkwgMzM5MDgsIFVTQSIjGiEKFgoUChIJ1R4LrkM524gRt9xXwcboacwSB3N0ZSAxMDU
Lake Worth; no; EjQzOTE4IFRlbGVwaG9uZSBSZCBzdGUgMTAwLCBMYWtlIFdvcnRoLCBUWCA3NjEzNSwgVVNBIiMaIQoWChQKEgl98_XlKXVOhhFAspsti-mvCBIHc3RlIDEwMA
Rockledge; no; Ei4zMjYwIE11cnJlbGwgUmQgIzEwMiwgUm9ja2xlZGdlLCBGTCAzMjk1NSwgVVNBIh8aHQoWChQKEgl9eZsBfgHeiBGbfiVRcMggWhIDMTAy
Bonita Springs; no; EjsyODgxMSBTIFRhbWlhbWkgVHJhaWwgc3RlIDEzLCBCb25pdGEgU3ByaW5ncywgRkwgMzQxMzQsIFVTQSIiGiAKFgoUChIJzQAetA0Z24gRfdubFzPExlUSBnN0ZSAxMw
Melbourne; no; EjUyMCBFIE1lbGJvdXJuZSBBdmUgdW5pdCAxMDEsIE1lbGJvdXJuZSwgRkwgMzI5MDEsIFVTQSIkGiIKFgoUChIJDcYrUPcR3ogRcjFI6LlgwoESCHVuaXQgMTAx
VIPcare at Harvard Family Physicians; no; ChIJ8T07fU2NtocRZu116kg2sS4
Centre; no; EjE4MzMgQ2VkYXIgQmx1ZmYgUmQgc3RlIDEwMCwgQ2VudHJlLCBBTCAzNTk2MCwgVVNBIiMaIQoWChQKEgnDGAQmYGGKiBFkjPqrGdt-fhIHc3RlIDEwMA
Fairhope; no; ChIJK4InVmZAmogRtBdfiMPCH8I
Mobile; no; EjczOTI5IEFpcnBvcnQgQmx2ZCBibGRnIDIgc3RlIDEwNCwgTW9iaWxlLCBBTCAzNjYwOCwgVVNBIkUaQwoxEi8KFAoSCVmgDi1rTZqIEazPImfrJncyENkeKhQKEgkfBvz4KbKbiBEAG6kgpfUEshIOYmxkZyAyIHN0ZSAxMDQ
Spanish Fort; no; ChIJocoXah9omogRq1Tpwk2wjPA
Foley; no; EjQyMjM5NCBNaWZsaW4gUmQgYmxkZyAxIHN0ZSAxMDQsIEZvbGV5LCBBTCAzNjUzNSwgVVNBIioaKAoWChQKEgnHNmob4g6aiBHRHQEEa98FsxIOYmxkZyAxIHN0ZSAxMDQ
SaludVIP Fort Pierce - Coral Square; no; EjUyOTQwIFMgVVMgSHd5IDEgc3RlIGMgNyA4LCBGb3J0IFBpZXJjZSwgRkwgMzQ5ODIsIFVTQSIlGiMKFgoUChIJ58gESx_x3ogR8jVD2UO6tIcSCXN0ZSBjIDcgOA
SaludVIP San Antonio - Monticello Park - Coming soon!; no; EjoxOTMzIEZyZWRlcmlja3NidXJnIFJkIHN0ZSAxMDEsIFNhbiBBbnRvbmlvLCBUWCA3ODIwMSwgVVNBIiMaIQoWChQKEglj9QfVA19chhGvw0OJD1NnfRIHc3RlIDEwMQ
SaludVIP San Antonio - South Park Plaza﻿ - Coming Soon!; no; ChIJw70Q_LRZXIYR3oiOpQe-uDQ
SaludVIP San Antonio - Northwest - Coming soon!; no; EjM5MzU1IEN1bGVicmEgUmQgc3RlIDEwMSwgU2FuIEFudG9uaW8sIFRYIDc4MjUxLCBVU0EiIxohChYKFAoSCW8Bqmi2QlyGEQh6HBPzWBK1EgdzdGUgMTAx
SaludVIP San Antonio - Questa Loma - Coming Soon!; no; ChIJkeSoUn5eXIYR-WCOjvQi1qw
SaludVIP San Antonio - Austin Heights - Coming soon!; no; EjMxNTMzIEF1c3RpbiBId3kgc3RlIDEwMywgU2FuIEFudG9uaW8sIFRYIDc4MjE4LCBVU0EiIxohChYKFAoSCW9_9QLn9FyGETkYCiE_5TlTEgdzdGUgMTAz
Wildwood; no; ChIJF0KIjCTD54gRxgxI8k9unHQ
Mobile - Skyline - Coming soon!; no; ChIJ_yx00_FMmogRw-y6B3jDWkA
Hurst; no; ChIJo7whVOd-ToYR4OaWHLicBgs
Mobile - Midtown - Coming soon!; no; Ei8xMDAgTiBGbG9yaWRhIFN0IHN0ZSBjIDEsIE1vYmlsZSwgQUwgMzY2MDcsIFVTQSIjGiEKFgoUChIJ1ekg9vlNmogRTrbh145Sa08SB3N0ZSBjIDE
Arlington; no; EjEzNjAyIE1hdGxvY2sgUmQgc3RlIDIwNiwgQXJsaW5ndG9uLCBUWCA3NjAxNSwgVVNBIj4aPAoxEi8KFAoSCfm1OCPIYk6GEcaxLBzfc1HpEJIcKhQKEgnxkDwobGJOhhEhYBZCsbNAaBIHc3RlIDIwNg
Jacksonville - Gate Parkway; no; ChIJKQdxo3XK5YgRF0Lh8T5NaUM
Ocala - Oakbrook; no; ChIJAxr1VsYs5ogRZIWGqpS2y2U
Pensacola - Nine Mile; no; ChIJhT4OUjKVkIgRDgzqH0VNs0o
Pinellas Park; no; ChIJF-tFV3zjwogRPWesyZH92Xw
Tampa - Waters; no; EjM4MjAxIE4gRGFsZSBNYWJyeSBId3kgc3RlIGIgMiwgVGFtcGEsIEZMIDMzNjE0LCBVU0EiPho8CjESLwoUChIJYSdY4GzBwogRXlUqcm6m560QiUAqFAoSCTOSpUnbwMKIEbNqgecFSex1EgdzdGUgYiAy
Valrico; yes; EioxOTQ3IEUgU3RhdGUgUmQgNjAsIFZhbHJpY28sIEZMIDMzNTk0LCBVU0EiMRIvChQKEglL4rwFAc3CiBEZwUERLf0YMhCbDyoUChIJpcT1wYcG3YgRWZ4S976FF_g
Leesburg - Lake; yes; Eiw2MjAgUyBMYWtlIFN0IHN0ZSA2LCBMZWVzYnVyZywgRkwgMzQ3NDgsIFVTQSIhGh8KFgoUChIJL2rQYP-_54gRa3nRv2gPyNUSBXN0ZSA2
Jacksonville - University; yes; ChIJC2Wqc-C15YgRimwkIhtu41s
Apopka; yes; EjYzODAgU2Vtb3JhbiBDb21tZXJjZSBQbCBzdGUgMTAxLCBBcG9wa2EsIEZMIDMyNzAzLCBVU0EiIxohChYKFAoSCZOhMh57dueIEY_sVATAUnflEgdzdGUgMTAx
Jacksonville - Baymeadows; yes; EjYxMDkyMCBCYXltZWFkb3dzIFJkIHN0ZSAxLCBKYWNrc29udmlsbGUsIEZMIDMyMjU2LCBVU0EiPBo6CjESLwoUChIJScHTVNLK5YgRcRywOL1ic24QqFUqFAoSCXcAxNVWyuWIEeY2aJ4xVBpTEgVzdGUgMQ
Ocala - Palms Medical Park; yes; EiwzMjEgU0UgMjl0aCBQbCBzdGUgMTAyLCBPY2FsYSwgRkwgMzQ0NzEsIFVTQSIjGiEKFgoUChIJf4gNU5nU54gRZViP8nFI5CESB3N0ZSAxMDI
Pensacola - Mobile Hwy; yes; EjA0NjAwIE1vYmlsZSBId3kgc3RlIDEwLCBQZW5zYWNvbGEsIEZMIDMyNTA2LCBVU0EiPRo7CjESLwoUChIJg7cld-y-kIgR4rlHv_3tGRUQ-CMqFAoSCVMWvdISvZCIEeKhtmtteuVVEgZzdGUgMTA
SaludVIP Ocala - Southwest; yes; ChIJYwJa5wt56IgRtzPfjNSqqt4
Holiday; yes; ChIJDaxknv6NwogRm1AjDI_G-LY
SaludVIP Ocala - Silver Springs Shores; yes; EjE3NTc4IFNFIE1hcmljYW1wIFJkIHN0ZSAxMTMsIE9jYWxhLCBGTCAzNDQ3MiwgVVNBIiMaIQoWChQKEgnziUUvks3niBFSjgdlvKzkyRIHc3RlIDExMw
Dade City; yes; ChIJ_0sjIllT3YgRxhG7NbLm_Do
Lakeland - Hwy 98; yes; ChIJP32VZj1H3YgRQI9Sgq5L6K0
SaludVIP Deltona; yes; EjIxMjM1IFByb3ZpZGVuY2UgQmx2ZCBzdGUgZywgRGVsdG9uYSwgRkwgMzI3MjUsIFVTQSIhGh8KFgoUChIJL4lJEMYW54gRQOUZnDxcq2oSBXN0ZSBn
SaludVIP Palm Bay; yes; ChIJx-w1zzgN3ogRrAWJN3YR3yI
Clearwater; yes; Ei82MTEgRHJ1aWQgUmQgc3RlIDUxMSwgQ2xlYXJ3YXRlciwgRkwgMzM3NTYsIFVTQSI-GjwKMRIvChQKEgnbawU86PDCiBE10XunsrbblhDjBCoUChIJEVT7-lnwwogRlU8-koA2WNYSB3N0ZSA1MTE
Zephyrhills; yes; ChIJ71v6IWBN3YgRXmeTX9wR5Xc
Punta Gorda; yes; EjczOTQxIFRhbWlhbWkgVHJhaWwgc3RlIDMxNzUsIFB1bnRhIEdvcmRhLCBGTCAzMzk1MCwgVVNBIiQaIgoWChQKEglHHatvz1nbiBGJYciBLQJKChIIc3RlIDMxNzU
Ocala - West Marion; yes; Ei00NjAwIFNXIDQ2dGggQ3Qgc3RlIDMxMCwgT2NhbGEsIEZMIDM0NDc0LCBVU0EiIxohChYKFAoSCSEebT-c1eeIEXiWQntZ-MYOEgdzdGUgMzEw
Fort McCoy; yes; ChIJVaCYIQ865ogR7BgvznG8ta4
Riverview; yes; ChIJ-Ry25kLRwogR5RNWfuzbTao
Boynton Beach; yes; EjgxODk5IE4gQ29uZ3Jlc3MgQXZlIHVuaXQgMSwgQm95bnRvbiBCZWFjaCwgRkwgMzM0MjYsIFVTQSIiGiAKFgoUChIJ43LGTVPf2IgRkLKraOWSX08SBnVuaXQgMQ
Davenport; yes; ChIJNxipHQJx3YgRu0lL1D8sbnc
SaludVIP Oviedo; yes; EjE1NDE0IERlZXAgTGFrZSBSZCBzdGUgMTEwNCwgT3ZpZWRvLCBGTCAzMjc2NSwgVVNBIiQaIgoWChQKEgmN2Jz4JW_niBEUY8oFixhFRhIIc3RlIDExMDQ
Ocoee; yes; EikxMDkzMCBXIENvbG9uaWFsIERyLCBPY29lZSwgRkwgMzQ3NjEsIFVTQSIxEi8KFAoSCflVo7H1gueIEV-kIBhrRaiLELJVKhQKEgn1fBuih4LniBFPoQzVfWJ19g
SaludVIP Four Corners; yes; ChIJtVm9LaN83YgR5J09V0zZG2g
SaludVIP Marion Oaks; yes; EioxOTQgTWFyaW9uIE9ha3MgQmx2ZCwgT2NhbGEsIEZMIDM0NDczLCBVU0EiURJPCjQKMgljfM6GhNfniBHhrirvBknYShoeCxDuwe6hARoUChIJbzf0HyXX54gRSWcDXJpnbMgMEMIBKhQKEgnv7-BvH9jniBHcaCU0xazFuw
Sarasota - Tamiami; yes; ChIJ1bOfhJZDw4gR4ubIOYjM6P0
Port Richey; yes; ChIJsWQCFnCQwogR4dgKEoG15Yo
Poinciana; yes; ChIJE8Aig8ud3YgRza1FjgA412A
Brandon; yes; ChIJYeb-evXTwogRTjXOvfY8dm4
Mount Dora; yes; EiQxNjg2MCBVUy00NDEsIE10IERvcmEsIEZMIDMyNzU3LCBVU0EiUhJQCjQKMgktqpgBxaLniBGSHx1F93oiWRoeCxDuwe6hARoUChIJGQ0-M4yY54gRaO1uAAlI3j4MENyDASoUChIJU1eSp11g5YgRsRfWL3Lgr5g
Largo; yes; ChIJKQVfWCj7wogR3IwotSfgKaE
Fort Myers - Metropolis; yes; EjcxNDEzMSBNZXRyb3BvbGlzIEF2ZSBzdGUgMTA0LCBGb3J0IE15ZXJzLCBGTCAzMzkxMiwgVVNBIiMaIQoWChQKEgnTBOv5aBXbiBHxwE2LMCzcRBIHc3RlIDEwNA
Ocala - SR 40; yes; ChIJdd2QPiEt5ogRixnvU3qOFyY
Ormond Beach; yes; EjY1NSBOIE9sZCBLaW5ncyBSZCBzdWl0ZSBlLCBPcm1vbmQgQmVhY2gsIEZMIDMyMTc0LCBVU0EiIxohChYKFAoSCSep4iSf3OaIES_L5mnpH_GxEgdzdWl0ZSBl
Ocala - 49th; yes; Ei4yNzY1IE5XIDQ5dGggQXZlIHN0ZSAzMDQsIE9jYWxhLCBGTCAzNDQ4MiwgVVNBIiMaIQoWChQKEgm5dldylirmiBHCtMyvJCJ0nhIHc3RlIDMwNA
Cape Coral; yes; EjgyMzAxIERlbCBQcmFkbyBCbHZkIFMgc3RlIDg5MCwgQ2FwZSBDb3JhbCwgRkwgMzM5OTAsIFVTQSIjGiEKFgoUChIJo7kyxUdB24gRcGfDkI0xP4YSB3N0ZSA4OTA
Merritt Island; yes; ChIJ3TFnXTup4IgReQB_DWu_UI4
Pensacola - Pine Forest; yes; EjQ2Njc1IFBpbmUgRm9yZXN0IFJkIHN1aXRlIDYsIEJlbGx2aWV3LCBGTCAzMjUyNiwgVVNBIj4aPAoxEi8KFAoSCTmYXtfdvZCIESOZ5QUSYxuJEJM0KhQKEglv3C8YDZaQiBH2v312zJS6HRIHc3VpdGUgNg
Winter Garden - Winter Garden Village; yes; ChIJx-6cMemD54gR0uTplPmSVOs
Sarasota - Fruitville; yes; Eis1MzA5IEZydWl0dmlsbGUgUmQsIFNhcmFzb3RhLCBGTCAzNDIzMiwgVVNBIjESLwoUChIJIYu_ZlpHw4gREL1N7aMBVTcQvSkqFAoSCXPKL-OiQMOIEXOv9fkI1w6U
Spanish Plaines; yes; ChIJAcXYyNXF54gRxOzPiUVGFjc
Fort Myers - Medical Lane; yes; ChIJg68aEztA24gRRRBPnlSh_I4
Pensacola - Davis Hwy; yes; EjI1MDA3IE4gRGF2aXMgSHd5IHN1aXRlIDUsIFBlbnNhY29sYSwgRkwgMzI1MDMsIFVTQSIjGiEKFgoUChIJY5hyYYm_kIgRiC6saeOQvKwSB3N1aXRlIDU
SaludVIP St. Cloud; yes; ChIJH4caol2O3YgRZrzJY2n4HjM
SaludVIP Winter Haven; yes; EjY3NTU4IEN5cHJlc3MgR2FyZGVucyBCbHZkLCBXaW50ZXIgSGF2ZW4sIEZMIDMzODg0LCBVU0EiMRIvChQKEgmJUdkmSwzdiBFSGXjwnMky2xCGOyoUChIJSy6fKIUN3YgRmJOjn87ZgZM
SaludVIP Kissimmee; yes; ChIJQT0JOfGG3YgRUFoVhVbB58k
SaludVIP Sanford; yes; ChIJcbDOvqcT54gR1M1CSi3HDs4
SaludVIP East Orlando; yes; ChIJkSzkXz5k54gRCjkgbCIxgH0
Lakeland; yes; EjkxNDE3IExha2VsYW5kIEhpbGxzIEJsdmQgc3RlIDEwNiwgTGFrZWxhbmQsIEZMIDMzODA1LCBVU0EiIxohChYKFAoSCRlZLVdVP92IEWgaqg-NyYrCEgdzdGUgMTA2
Ocala - 17th; yes; ChIJT1hyUcHU54gRvBk5jlLlCEo
Bradenton; yes; ChIJWdmFQ8MVw4gRm8phs2828a0
Sun City Center; yes; Ej8xMzkgUyBQZWJibGUgQmVhY2ggQmx2ZCBzdGUgMTAwLCBTdW4gQ2l0eSBDZW50ZXIsIEZMIDMzNTczLCBVU0EiIxohChYKFAoSCbeYbK0pKMOIESoO7-7FpeBgEgdzdGUgMTAw
Sarasota - Bee Ridge; yes; Eio0MjUwIEJlZSBSaWRnZSBSZCwgU2FyYXNvdGEsIEZMIDM0MjMzLCBVU0EiMRIvChQKEglHjlu3KUHDiBEa2p2LUonlDRCaISoUChIJ8wX6ldhGw4gRSTF5wwAnTqg
Port Charlotte; yes; EjsxOTMxIE4gVGFtaWFtaSBUcmFpbCBzdGUgNCA2LCBQb3J0IENoYXJsb3R0ZSwgRkwgMzM5NTIsIFVTQSIjGiEKFgoUChIJsYsz4rWp3IgRQhUgzMCvhk0SB3N0ZSA0IDY
Ocala - SR 200; yes; ChIJQyzto47V54gRYRG60Os2_js
Ocala - Canopy Oaks; yes; EjI4MDc1IFNXIFN0YXRlIFJkIDIwMCBzdGUgMTE4LCBPY2FsYSwgRkwgMzQ0ODEsIFVTQSIjGiEKFgoUChIJN-goNNl46IgRgMfwWUCKSoISB3N0ZSAxMTg
Lake Underhill; yes; EjcxMTMxNyBMYWtlIFVuZGVyaGlsbCBSZCBzdGUgMTAwLCBPcmxhbmRvLCBGTCAzMjgyNSwgVVNBIiMaIQoWChQKEglDQEqARmbniBGYet8zNkmKMxIHc3RlIDEwMA
Port Orange; yes; EjAzOTUzIFMgTm92YSBSZCBzdGUgYiwgUG9ydCBPcmFuZ2UsIEZMIDMyMTI3LCBVU0EiIRofChYKFAoSCQfTNJ4I2OaIEevU6haVOjyWEgVzdGUgYg
St. Cloud; yes; ChIJSc21mbqP3YgRSj-WfrAYTIQ
SaludVIP Clermont; yes; ChIJ5e7uY_KO54gRdFQPb0VtaoE
North Port; yes; ChIJjwYdM0dVw4gRLzX-2s9orHg
Venice; yes; EjQzMzMgUyBUYW1pYW1pIFRyYWlsIHN1aXRlIDEwMiwgVmVuaWNlLCBGTCAzNDI4NSwgVVNBIiUaIwoWChQKEgnPRFMNulvDiBHSyKrgR8b0jBIJc3VpdGUgMTAy
Ocala - On Top of the World; yes; Eis4NDA5IFNXIDgwdGggU3Qgc3RlIDgsIE9jYWxhLCBGTCAzNDQ4MSwgVVNBIiEaHwoWChQKEgmJ7R_x1X7oiBFxDnrh68vfyRIFc3RlIDg
Tampa - Bearss; yes; EicyNTI2IEUgQmVhcnNzIEF2ZSwgVGFtcGEsIEZMIDMzNjEzLCBVU0EiMRIvChQKEgkJBjsLeMfCiBG98pxQTwkbfRDeEyoUChIJ39lyN3vHwogR7q90G4MUZQQ
Cocoa; yes; Ei44NDAgTiBDb2NvYSBCbHZkIHN1aXRlIGMsIENvY29hLCBGTCAzMjkyMiwgVVNBIiMaIQoWChQKEgk1XCK4D6rgiBHeWoDJMeM0nhIHc3VpdGUgYw
Winter Garden - Plant; yes; EjQ4NTUgRSBQbGFudCBTdCBzdGUgMTAwLCBXaW50ZXIgR2FyZGVuLCBGTCAzNDc4NywgVVNBIiMaIQoWChQKEglJbDZYEYPniBHVeN5N8vkZgBIHc3RlIDEwMA
Clermont; yes; ChIJxY9U0S6P54gRug8Hd2VldsU
Tavares; yes; ChIJL2rOPjm954gRqxeJ-l3Nd8Y
Belleview; yes; ChIJlWQkAtrR54gRNnBjXHCi2MQ
Leesburg; yes; EjE2MDEgRSBEaXhpZSBBdmUgYmxkZyAxMDIsIExlZXNidXJnLCBGTCAzNDc0OCwgVVNBIiQaIgoWChQKEglFhg49AcDniBF4DRchrmI2ZhIIYmxkZyAxMDI
The Villages; yes; EjoxOTUwIExhdXJlbCBNYW5vciBEciBibGRnIDIxMCwgVGhlIFZpbGxhZ2VzLCBGTCAzMjE2MiwgVVNBIiQaIgoWChQKEgmnBxetjMTniBH5HT3KMgXxXxIIYmxkZyAyMTA
Lady Lake; yes; Ei4xMzk0MCBVUy00NDEgc3RlIDEwMiwgTGFkeSBMYWtlLCBGTCAzMjE1OSwgVVNBIiMaIQoWChQKEglRQtNgBsXniBFxW_uL3UMHzRIHc3RlIDEwMg
Ocala - 60th; yes; Eiw3NTAyIFNXIDYwdGggQXZlIHN0ZSBiLCBPY2FsYSwgRkwgMzQ0NzYsIFVTQSIhGh8KFgoUChIJ442_6ll_6IgR_cM81QXSHL8SBXN0ZSBi
SaludVIP Port St Lucie;yes; EjE5NzAgU3QgTHVjaWUgVyBCbHZkLCBTdCBMdWNpZSBXZXN0LCBGTCAzNDk4NiwgVVNBIjESLwoUChIJyxiJ9gvs3ogRuIuTc90Niw8QygcqFAoSCfUZ4dcK7N6IEWwCMIN7u60g
Orange Park;yes; EjMyMjg1IEtpbmdzbGV5IEF2ZSBzdGUgZSwgT3JhbmdlIFBhcmssIEZMIDMyMDczLCBVU0EiIRofChYKFAoSCWGMPI0vxOWIER2qvr2IRtf5EgVzdGUgZQ
Milton;yes; ChIJlUMNLpDlkIgRxAvrHnz7g9Y
